,DURATION,SRC_BYTES,DST_BYTES,COUNT,SRV_COUNT,SAME_SRV_RATE,DIFF_SRV_RATE,SRV_DIFF_HOST_RATE,DST_HOST_COUNT,DST_HOST_SRV_COUNT,DST_HOST_SAME_SRV_RATE,DST_HOST_DIFF_SRV_RATE,DST_HOST_SAME_SRV_PORT_RATE,DST_HOST_SRV_DIFF_HOST_RATE,DST_HOST_SERROR_RATE,DST_HOST_SRV_SERROR_RATE,CLASS
66,0,0.0,0.0,276,3,0.01,0.06,0.0,255,3,0.01,0.07,0.0,0.0,1.0,1.0,Potential Thread
67,0,981.0,410.0,1,4,1.0,0.0,1.0,255,66,0.26,0.05,0.0,0.0,0.47000000000000003,0.0,Normal Package
68,0,242.0,446.0,8,8,1.0,0.0,0.0,68,68,1.0,0.0,0.01,0.0,0.0,0.0,Normal Package
69,0,44.0,71.0,140,140,1.0,0.0,0.0,255,185,0.73,0.01,0.0,0.0,0.0,0.0,Potential Thread
70,7,105.0,2138.0,1,1,1.0,0.0,0.0,44,1,0.02,0.11,0.02,0.0,0.0,0.0,Potential Thread
71,0,303.0,660.0,4,5,1.0,0.0,0.4,255,255,1.0,0.0,0.0,0.0,0.0,0.0,Normal Package
72,0,0.0,0.0,85,6,0.07,0.07,0.0,255,9,0.04,0.06,0.0,0.0,1.0,1.0,Potential Thread
73,642,1150.0,3380.0,1,1,1.0,0.0,0.0,214,57,0.27,0.33,0.0,0.0,0.0,0.0,Potential Thread
74,0,202.0,4412.0,2,2,1.0,0.0,0.0,5,255,1.0,0.0,0.2,0.08,0.0,0.0,Potential Thread
75,0,297.0,2794.0,17,17,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,Potential Thread
76,0,0.0,0.0,4,2,0.5,0.75,0.0,255,2,0.01,0.08,0.0,0.0,1.0,1.0,Potential Thread
77,0,281.0,759.0,3,5,1.0,0.0,0.4,113,255,1.0,0.0,0.01,0.02,0.01,0.01,Normal Package
78,0,314.0,255.0,24,24,1.0,0.0,0.0,25,255,1.0,0.0,0.04,0.04,0.0,0.0,Potential Thread
79,0,8.0,0.0,1,20,1.0,0.0,1.0,1,25,1.0,0.0,1.0,0.28,0.0,0.0,Normal Package
80,0,0.0,0.0,131,9,0.07,0.06,0.0,34,9,0.26,0.12,0.03,0.0,1.0,1.0,Potential Thread
81,0,665.0,332.0,1,1,1.0,0.0,0.0,92,143,0.33,0.05,0.01,0.01,0.0,0.0,Normal Package
82,0,1480.0,0.0,2,4,1.0,0.0,0.5,4,14,0.5,0.5,0.5,0.5,0.0,0.0,Normal Package
83,0,194.0,6396.0,12,12,1.0,0.0,0.0,12,255,1.0,0.0,0.08,0.04,0.0,0.0,Normal Package
84,0,8.0,0.0,1,21,1.0,0.0,1.0,2,86,1.0,0.0,1.0,0.5,0.0,0.0,Potential Thread
85,0,0.0,0.0,188,20,0.11,0.05,0.0,255,16,0.06,0.05,0.0,0.0,1.0,1.0,Normal Package
86,0,0.0,0.0,459,5,0.01,0.99,0.0,255,4,0.02,0.99,0.0,0.0,0.08,0.0,Potential Thread
87,0,0.0,0.0,125,19,0.15,0.06,0.0,255,17,0.07,0.07,0.0,0.0,1.0,1.0,Normal Package
88,0,18.0,0.0,1,1,1.0,0.0,0.0,1,102,1.0,0.0,1.0,1.0,0.0,0.0,Normal Package
89,0,0.0,0.0,300,17,0.06,0.05,0.0,255,2,0.01,0.08,0.0,0.0,1.0,1.0,Normal Package
90,0,228.0,1271.0,7,7,1.0,0.0,0.0,30,255,1.0,0.0,0.03,0.04,0.0,0.0,Potential Thread
91,0,0.0,0.0,254,2,0.01,0.07,0.0,255,2,0.01,0.08,0.0,0.0,0.0,0.0,Potential Thread
92,0,319.0,12434.0,2,7,1.0,0.0,0.29,34,255,1.0,0.0,0.03,0.05,0.0,0.0,Normal Package
93,1,105.0,146.0,3,2,0.67,0.67,0.0,255,244,0.96,0.01,0.01,0.0,0.0,0.0,Normal Package
94,0,0.0,0.0,274,8,0.03,0.06,0.0,255,8,0.03,0.06,0.0,0.0,1.0,1.0,Normal Package
95,0,1032.0,0.0,140,140,1.0,0.0,0.0,255,140,0.55,0.01,0.55,0.0,0.0,0.0,Potential Thread
96,0,0.0,0.0,220,9,0.04,0.06,0.0,255,9,0.04,0.07,0.0,0.0,1.0,1.0,Normal Package
97,0,0.0,0.0,284,14,0.05,0.06,0.0,255,16,0.06,0.08,0.0,0.0,1.0,1.0,Normal Package
98,15,0.0,0.0,1,1,1.0,0.0,0.0,255,1,0.0,0.67,0.66,0.0,0.0,0.0,Potential Thread
99,0,258.0,1394.0,18,18,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,Potential Thread
100,0,0.0,0.0,7,7,1.0,0.0,0.0,42,247,1.0,0.0,0.02,0.19,0.0,0.0,Potential Thread
101,0,0.0,0.0,267,21,0.08,0.04,0.0,255,21,0.08,0.05,0.0,0.0,1.0,1.0,Potential Thread
102,0,0.0,0.0,222,18,0.08,0.05,0.0,255,18,0.07,0.05,0.0,0.0,1.0,1.0,Normal Package
103,0,631.0,329.0,1,1,1.0,0.0,0.0,21,244,0.86,0.1,0.05,0.01,0.0,0.0,Potential Thread
104,7070,146.0,105.0,5,1,0.2,0.6000000000000001,0.0,255,1,0.0,0.81,1.0,0.0,0.0,0.0,Normal Package
105,0,0.0,0.0,72,17,0.24,0.06,0.0,255,64,0.25,0.02,0.01,0.0,1.0,1.0,Potential Thread
106,0,0.0,0.0,292,25,0.09,0.05,0.0,255,25,0.1,0.05,0.0,0.0,1.0,1.0,Normal Package
107,4,988.0,331.0,1,2,1.0,0.0,1.0,120,70,0.58,0.04,0.01,0.0,0.01,0.0,Normal Package
108,0,0.0,0.0,219,16,0.07,0.07,0.0,255,16,0.06,0.09,0.0,0.0,0.0,0.0,Potential Thread
109,36,124.0,11058.0,1,1,1.0,0.0,0.0,255,1,0.0,0.55,0.0,0.0,0.0,0.0,Potential Thread
110,0,164.0,30881.0,5,5,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,Potential Thread
111,0,0.0,0.0,511,1,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.12,0.0,Normal Package
112,0,0.0,0.0,1,1,1.0,0.0,0.0,1,185,1.0,0.0,1.0,0.21,0.0,0.0,Potential Thread
113,0,0.0,0.0,133,1,0.01,0.06,0.0,255,7,0.03,0.09,0.0,0.0,1.0,1.0,Potential Thread
114,18,115.0,6133.0,1,1,1.0,0.0,0.0,216,1,0.0,0.03,0.0,0.0,0.0,0.0,Potential Thread
115,19,1264.0,411.0,1,2,1.0,0.0,1.0,198,166,0.5700000000000001,0.02,0.01,0.01,0.01,0.0,Normal Package
116,1,57.0,170.0,1,1,1.0,0.0,0.0,23,7,0.30000000000000004,0.17,0.04,0.0,0.0,0.0,Normal Package
117,0,0.0,0.0,274,11,0.04,0.06,0.0,255,11,0.04,0.08,0.0,0.0,1.0,1.0,Potential Thread
118,0,0.0,0.0,199,1,0.01,0.05,0.0,3,1,0.33,0.67,0.33,0.0,0.33,1.0,Normal Package
119,0,228.0,6834.0,2,7,1.0,0.0,0.5700000000000001,18,19,1.0,0.0,0.06,0.11,0.0,0.0,Potential Thread
120,0,199.0,1705.0,30,30,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,Potential Thread
121,0,0.0,0.0,294,10,0.03,0.05,0.0,255,10,0.04,0.05,0.0,0.0,1.0,1.0,Potential Thread
122,0,0.0,0.0,89,18,0.2,0.06,0.0,255,2,0.01,0.07,0.0,0.0,1.0,1.0,Potential Thread
123,0,216.0,8970.0,14,15,1.0,0.0,0.13,90,255,1.0,0.0,0.01,0.04,0.0,0.0,Potential Thread
124,0,714.0,281.0,1,2,1.0,0.0,1.0,153,100,0.63,0.04,0.01,0.02,0.01,0.01,Normal Package
125,0,210.0,1659.0,8,8,1.0,0.0,0.0,11,255,1.0,0.0,0.09,0.02,0.09,0.0,Potential Thread
126,0,249.0,1425.0,11,11,1.0,0.0,0.0,91,255,1.0,0.0,0.01,0.02,0.0,0.01,Normal Package
127,0,0.0,0.0,94,6,0.06,0.06,0.0,255,6,0.02,0.06,0.0,0.0,1.0,1.0,Normal Package
128,0,306.0,2698.0,4,5,1.0,0.0,0.4,255,240,0.9400000000000001,0.01,0.0,0.0,0.0,0.0,Normal Package
129,0,226.0,736.0,2,4,1.0,0.0,0.5,37,255,1.0,0.0,0.03,0.01,0.0,0.0,Normal Package
130,0,343.0,520.0,1,1,1.0,0.0,0.0,3,255,1.0,0.0,0.33,0.04,0.0,0.0,Normal Package
131,0,0.0,0.0,128,6,0.05,0.06,0.0,255,15,0.06,0.07,0.0,0.0,1.0,1.0,Normal Package
132,0,71.0,0.0,1,1,1.0,0.0,0.0,255,66,0.26,0.02,0.02,0.0,0.9400000000000001,0.91,Potential Thread
133,0,9.0,269.0,1,1,1.0,0.0,0.0,254,6,0.02,0.02,0.0,0.0,0.0,0.0,Normal Package
134,0,163.0,19076.0,1,1,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,Normal Package
135,0,234.0,23776.0,3,3,1.0,0.0,0.0,62,236,1.0,0.0,0.02,0.01,0.0,0.0,Potential Thread
136,0,31.0,91.0,3,3,1.0,0.0,0.0,8,20,1.0,0.0,1.0,0.1,0.0,0.0,Normal Package
137,0,312.0,550.0,4,11,1.0,0.0,0.18,75,255,1.0,0.0,0.01,0.04,0.01,0.01,Potential Thread
138,0,302.0,3909.0,2,2,1.0,0.0,0.0,2,255,1.0,0.0,0.5,0.02,0.0,0.0,Potential Thread
139,0,42.0,92.0,1,1,1.0,0.0,0.0,19,194,1.0,0.0,1.0,0.01,0.0,0.0,Normal Package
140,0,0.0,0.0,262,14,0.05,0.07,0.0,255,14,0.05,0.07,0.0,0.0,1.0,1.0,Normal Package
141,0,0.0,0.0,149,19,0.13,0.06,0.0,255,19,0.07,0.07,0.0,0.0,1.0,1.0,Potential Thread
142,0,299.0,5357.0,2,2,1.0,0.0,0.0,5,2,0.4,0.4,0.2,0.0,0.0,0.0,Normal Package
143,0,219.0,3411.0,11,11,1.0,0.0,0.0,152,255,1.0,0.0,0.01,0.02,0.0,0.0,Potential Thread
144,294,237.0,1885.0,1,1,1.0,0.0,0.0,218,35,0.16,0.03,0.0,0.0,0.0,0.03,Normal Package
145,0,54540.0,8314.0,1,1,1.0,0.0,0.0,251,251,1.0,0.0,0.0,0.0,0.0,0.0,Potential Thread
146,0,0.0,0.0,1,1,1.0,0.0,0.0,65,2,0.02,1.0,0.02,1.0,0.0,0.0,Normal Package
147,0,8.0,0.0,1,2,1.0,0.0,1.0,1,65,1.0,0.0,1.0,0.51,0.0,0.0,Normal Package
148,0,0.0,0.0,129,12,0.09,0.06,0.0,255,12,0.05,0.06,0.0,0.0,1.0,1.0,Normal Package
149,0,8.0,0.0,1,37,1.0,0.0,1.0,1,43,1.0,0.0,1.0,0.51,0.0,0.0,Normal Package
150,0,0.0,0.0,1,1,1.0,0.0,0.0,255,1,0.0,0.84,0.8200000000000001,0.0,0.0,0.0,Normal Package
151,0,46.0,81.0,177,177,1.0,0.0,0.0,255,235,0.92,0.01,0.0,0.0,0.0,0.0,Potential Thread
152,10,6.0,139.0,1,1,1.0,0.0,0.0,111,7,0.03,0.03,0.01,0.29,0.0,0.0,Potential Thread
153,0,202.0,1296.0,1,1,1.0,0.0,0.0,1,255,1.0,0.0,1.0,0.04,0.0,0.0,Potential Thread
154,0,1556.0,0.0,4,4,1.0,0.0,0.0,255,67,0.26,0.02,0.07,0.0,0.7000000000000001,0.72,Normal Package
155,0,239.0,501.0,5,6,1.0,0.0,0.33,5,255,1.0,0.0,0.2,0.04,0.0,0.0,Normal Package
156,0,219.0,4948.0,1,1,1.0,0.0,0.0,5,255,1.0,0.0,0.2,0.05,0.0,0.0,Normal Package
157,0,948.0,325.0,1,1,1.0,0.0,0.0,255,188,0.74,0.02,0.0,0.0,0.0,0.0,Normal Package
158,0,0.0,0.0,257,8,0.03,0.05,0.0,117,8,0.07,0.09,0.01,0.0,0.98,1.0,Potential Thread
159,0,1.0,0.0,8,6,0.75,0.38,0.0,255,6,0.02,0.35000000000000003,0.85,0.0,0.0,0.0,Potential Thread
160,0,0.0,0.0,252,9,0.04,0.07,0.0,255,9,0.04,0.08,0.0,0.0,1.0,1.0,Potential Thread
161,0,0.0,0.0,453,1,0.0,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.08,0.0,Potential Thread
162,0,0.0,0.0,195,15,0.08,0.06,0.0,255,15,0.06,0.07,0.0,0.0,0.0,0.0,Potential Thread
163,0,82.0,2374.0,1,1,1.0,0.0,0.0,255,10,0.04,0.68,0.0,0.0,0.68,0.2,Normal Package
164,0,335.0,383.0,9,9,1.0,0.0,0.0,34,255,1.0,0.0,0.03,0.04,0.0,0.0,Potential Thread
165,0,0.0,0.0,256,4,0.02,0.07,0.0,255,4,0.02,0.08,0.0,0.0,0.0,0.0,Normal Package
166,0,1162.0,341.0,1,2,1.0,0.0,1.0,190,167,0.5700000000000001,0.02,0.01,0.01,0.0,0.0,Normal Package
167,0,54540.0,8314.0,5,5,1.0,0.0,0.0,18,18,1.0,0.0,0.06,0.0,0.0,0.0,Potential Thread
168,0,204768.0,332.0,1,1,1.0,0.0,0.0,32,85,0.81,0.06,0.03,0.02,0.0,0.0,Normal Package
169,0,0.0,0.0,142,17,0.12,0.05,0.0,255,17,0.07,0.05,0.0,0.0,1.0,1.0,Normal Package
170,0,0.0,0.0,94,17,0.18,0.06,0.0,255,12,0.05,0.07,0.0,0.0,1.0,1.0,Potential Thread
171,0,1032.0,0.0,17,17,1.0,0.0,0.0,255,17,0.07,0.02,0.07,0.0,0.0,0.0,Normal Package
172,0,256.0,9621.0,4,4,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,Normal Package
173,0,0.0,0.0,118,13,0.11,0.06,0.0,255,7,0.03,0.07,0.0,0.0,1.0,1.0,Potential Thread
174,0,7422.0,0.0,8,8,1.0,0.0,0.0,255,44,0.17,0.02,0.17,0.0,0.0,0.0,Potential Thread
175,0,338.0,278.0,3,3,1.0,0.0,0.0,255,225,0.88,0.01,0.0,0.0,0.0,0.0,Normal Package
176,0,289.0,295.0,10,13,1.0,0.0,0.15,255,255,1.0,0.0,0.0,0.0,0.0,0.0,Normal Package
177,0,0.0,0.0,281,18,0.06,0.06,0.0,255,18,0.07,0.08,0.0,0.0,1.0,1.0,Potential Thread
178,0,319.0,879.0,13,13,1.0,0.0,0.0,35,255,1.0,0.0,0.03,0.04,0.0,0.0,Potential Thread
179,0,0.0,0.0,135,15,0.11,0.06,0.0,255,15,0.06,0.06,0.0,0.0,0.0,0.0,Potential Thread
180,3447,145.0,105.0,2,2,1.0,0.0,0.0,255,2,0.01,0.59,0.9500000000000001,0.0,0.0,0.0,Potential Thread
181,0,373.0,0.0,1,1,1.0,0.0,0.0,9,88,0.78,0.33,0.78,0.02,0.0,0.0,Potential Thread
182,0,0.0,0.0,18,18,1.0,0.0,0.0,100,60,0.6000000000000001,0.02,0.01,0.0,0.98,0.97,Potential Thread
183,0,241.0,405.0,30,30,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,Normal Package
184,0,0.0,0.0,281,2,0.01,0.06,0.0,255,3,0.01,0.07,0.0,0.0,1.0,1.0,Normal Package
185,0,0.0,0.0,6,2,0.33,0.33,0.0,248,62,0.25,0.02,0.0,0.0,0.99,1.0,Normal Package
186,0,325.0,11905.0,7,15,1.0,0.0,0.2,36,254,1.0,0.0,0.03,0.05,0.0,0.0,Potential Thread
187,0,0.0,0.0,185,15,0.08,0.06,0.0,255,15,0.06,0.08,0.0,0.0,1.0,1.0,Normal Package
188,0,1364.0,334.0,1,1,1.0,0.0,0.0,127,145,0.5,0.03,0.01,0.01,0.0,0.0,Potential Thread
189,0,0.0,0.0,116,3,0.03,0.08,0.0,255,4,0.02,0.07,0.0,0.0,1.0,1.0,Potential Thread
190,0,0.0,0.0,1,1,1.0,0.0,0.0,255,1,0.0,0.44,0.42,0.0,0.0,0.0,Potential Thread
191,0,0.0,0.0,269,5,0.02,0.06,0.0,255,5,0.02,0.09,0.0,0.0,1.0,1.0,Normal Package
192,0,8.0,0.0,1,48,1.0,0.0,1.0,1,159,1.0,0.0,1.0,0.5,0.0,0.0,Normal Package
193,0,156.0,6139.0,17,27,1.0,0.0,0.15,17,255,1.0,0.0,0.06,0.04,0.0,0.0,Normal Package
194,0,0.0,0.0,1,1,1.0,0.0,0.0,135,1,0.01,0.08,0.11,0.0,0.0,0.0,Potential Thread
195,0,0.0,0.0,170,1,0.01,0.06,0.0,255,1,0.0,0.07,0.0,0.0,1.0,1.0,Potential Thread
196,0,232.0,13341.0,7,7,1.0,0.0,0.0,82,255,1.0,0.0,0.01,0.01,0.0,0.0,Normal Package
197,0,334.0,1301.0,14,14,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,Potential Thread
198,5658,1.0,0.0,2,2,1.0,0.0,0.0,255,2,0.01,0.73,1.0,0.0,0.0,0.0,Potential Thread
199,0,0.0,0.0,118,6,0.05,0.06,0.0,255,26,0.1,0.05,0.0,0.0,1.0,1.0,Potential Thread
200,0,46.0,131.0,118,118,1.0,0.0,0.0,255,254,1.0,0.01,0.0,0.0,0.0,0.0,Potential Thread
201,0,239.0,2982.0,2,18,1.0,0.0,0.17,2,82,1.0,0.0,0.5,0.11,0.0,0.0,Normal Package
202,0,218.0,1791.0,2,2,1.0,0.0,0.0,2,255,1.0,0.0,0.5,0.02,0.0,0.0,Potential Thread
203,0,45.0,78.0,144,144,1.0,0.0,0.0,255,255,1.0,0.0,0.01,0.0,0.0,0.0,Potential Thread
204,0,0.0,0.0,229,11,0.05,0.06,0.0,255,11,0.04,0.07,0.0,0.0,0.0,0.0,Normal Package
205,0,0.0,0.0,217,15,0.07,0.06,0.0,255,11,0.04,0.07,0.0,0.0,1.0,1.0,Potential Thread
206,0,43.0,127.0,143,223,1.0,0.0,0.01,255,254,1.0,0.01,0.0,0.0,0.0,0.0,Potential Thread
207,0,9.0,142.0,1,1,1.0,0.0,0.0,235,12,0.05,0.03,0.0,0.0,0.0,0.0,Normal Package
208,0,15876.0,0.0,16,16,1.0,0.0,0.0,201,92,0.46,0.03,0.46,0.0,0.0,0.0,Potential Thread
209,0,0.0,0.0,2,1,0.5,1.0,0.0,255,1,0.0,1.0,1.0,0.0,0.0,0.0,Potential Thread
210,0,0.0,0.0,237,9,0.04,0.07,0.0,255,9,0.04,0.08,0.0,0.0,0.0,0.0,Normal Package
211,0,520.0,0.0,277,277,1.0,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,Normal Package
212,0,0.0,0.0,67,17,0.25,0.06,0.0,255,64,0.25,0.02,0.02,0.0,1.0,1.0,Potential Thread
